@RELATION news

@ATTRIBUTE a REAL
@ATTRIBUTE académica REAL
@ATTRIBUTE acesso REAL
@ATTRIBUTE acordo REAL
@ATTRIBUTE acções REAL
@ATTRIBUTE adjunto REAL
@ATTRIBUTE administração REAL
@ATTRIBUTE admite REAL
@ATTRIBUTE admitiu REAL
@ATTRIBUTE afirmou REAL
@ATTRIBUTE agora REAL
@ATTRIBUTE agência REAL
@ATTRIBUTE ainda REAL
@ATTRIBUTE ajuda REAL
@ATTRIBUTE alemanha REAL
@ATTRIBUTE alemão REAL
@ATTRIBUTE alerta REAL
@ATTRIBUTE alunos REAL
@ATTRIBUTE americana REAL
@ATTRIBUTE americano REAL
@ATTRIBUTE ano REAL
@ATTRIBUTE anos REAL
@ATTRIBUTE antes REAL
@ATTRIBUTE anunciou REAL
@ATTRIBUTE ao REAL
@ATTRIBUTE aos REAL
@ATTRIBUTE apenas REAL
@ATTRIBUTE apesar REAL
@ATTRIBUTE apple REAL
@ATTRIBUTE apresenta REAL
@ATTRIBUTE após REAL
@ATTRIBUTE as REAL
@ATTRIBUTE assembleia REAL
@ATTRIBUTE assinante REAL
@ATTRIBUTE associação REAL
@ATTRIBUTE assuntos REAL
@ATTRIBUTE através REAL
@ATTRIBUTE até REAL
@ATTRIBUTE aumento REAL
@ATTRIBUTE avaliação REAL
@ATTRIBUTE banco REAL
@ATTRIBUTE banda REAL
@ATTRIBUTE basquetebol REAL
@ATTRIBUTE be REAL
@ATTRIBUTE bem REAL
@ATTRIBUTE benfica REAL
@ATTRIBUTE bento REAL
@ATTRIBUTE bernardo REAL
@ATTRIBUTE bloco REAL
@ATTRIBUTE bolsa REAL
@ATTRIBUTE bolsas REAL
@ATTRIBUTE braga REAL
@ATTRIBUTE c REAL
@ATTRIBUTE cada REAL
@ATTRIBUTE campanha REAL
@ATTRIBUTE campeonato REAL
@ATTRIBUTE campeão REAL
@ATTRIBUTE campeões REAL
@ATTRIBUTE cancro REAL
@ATTRIBUTE carlos REAL
@ATTRIBUTE carvalho REAL
@ATTRIBUTE casa REAL
@ATTRIBUTE caso REAL
@ATTRIBUTE causa REAL
@ATTRIBUTE cavaco REAL
@ATTRIBUTE cds REAL
@ATTRIBUTE centro REAL
@ATTRIBUTE cerca REAL
@ATTRIBUTE cidade REAL
@ATTRIBUTE cientistas REAL
@ATTRIBUTE cinco REAL
@ATTRIBUTE cinema REAL
@ATTRIBUTE ciência REAL
@ATTRIBUTE clube REAL
@ATTRIBUTE coelho REAL
@ATTRIBUTE coimbra REAL
@ATTRIBUTE com REAL
@ATTRIBUTE comissão REAL
@ATTRIBUTE como REAL
@ATTRIBUTE comunicação REAL
@ATTRIBUTE concerto REAL
@ATTRIBUTE conquistou REAL
@ATTRIBUTE conselho REAL
@ATTRIBUTE considera REAL
@ATTRIBUTE considerando REAL
@ATTRIBUTE considerou REAL
@ATTRIBUTE conta REAL
@ATTRIBUTE contra REAL
@ATTRIBUTE crescimento REAL
@ATTRIBUTE crianças REAL
@ATTRIBUTE criar REAL
@ATTRIBUTE crise REAL
@ATTRIBUTE cultura REAL
@ATTRIBUTE da REAL
@ATTRIBUTE dados REAL
@ATTRIBUTE dar REAL
@ATTRIBUTE das REAL
@ATTRIBUTE defende REAL
@ATTRIBUTE defendeu REAL
@ATTRIBUTE departamento REAL
@ATTRIBUTE depois REAL
@ATTRIBUTE deputado REAL
@ATTRIBUTE desde REAL
@ATTRIBUTE desemprego REAL
@ATTRIBUTE desenvolvimento REAL
@ATTRIBUTE desta REAL
@ATTRIBUTE deste REAL
@ATTRIBUTE deve REAL
@ATTRIBUTE deverá REAL
@ATTRIBUTE devido REAL
@ATTRIBUTE dez REAL
@ATTRIBUTE dia REAL
@ATTRIBUTE dias REAL
@ATTRIBUTE disse REAL
@ATTRIBUTE divulgado REAL
@ATTRIBUTE diz REAL
@ATTRIBUTE do REAL
@ATTRIBUTE dois REAL
@ATTRIBUTE domingo REAL
@ATTRIBUTE dos REAL
@ATTRIBUTE dragão REAL
@ATTRIBUTE duas REAL
@ATTRIBUTE durante REAL
@ATTRIBUTE dívida REAL
@ATTRIBUTE dólares REAL
@ATTRIBUTE e REAL
@ATTRIBUTE economia REAL
@ATTRIBUTE económico REAL
@ATTRIBUTE edição REAL
@ATTRIBUTE educação REAL
@ATTRIBUTE em REAL
@ATTRIBUTE emprego REAL
@ATTRIBUTE empresa REAL
@ATTRIBUTE empresas REAL
@ATTRIBUTE encontro REAL
@ATTRIBUTE engenharia REAL
@ATTRIBUTE enquanto REAL
@ATTRIBUTE ensino REAL
@ATTRIBUTE entrada REAL
@ATTRIBUTE entre REAL
@ATTRIBUTE equipa REAL
@ATTRIBUTE era REAL
@ATTRIBUTE escolas REAL
@ATTRIBUTE espanha REAL
@ATTRIBUTE espanhol REAL
@ATTRIBUTE esquerda REAL
@ATTRIBUTE esta REAL
@ATTRIBUTE estado REAL
@ATTRIBUTE estados REAL
@ATTRIBUTE estar REAL
@ATTRIBUTE este REAL
@ATTRIBUTE estreia REAL
@ATTRIBUTE estudantes REAL
@ATTRIBUTE estudo REAL
@ATTRIBUTE está REAL
@ATTRIBUTE estádio REAL
@ATTRIBUTE estão REAL
@ATTRIBUTE eua REAL
@ATTRIBUTE euro REAL
@ATTRIBUTE europa REAL
@ATTRIBUTE europeia REAL
@ATTRIBUTE europeu REAL
@ATTRIBUTE europeus REAL
@ATTRIBUTE euros REAL
@ATTRIBUTE ex REAL
@ATTRIBUTE f REAL
@ATTRIBUTE face REAL
@ATTRIBUTE facebook REAL
@ATTRIBUTE faculdade REAL
@ATTRIBUTE fase REAL
@ATTRIBUTE faz REAL
@ATTRIBUTE fazer REAL
@ATTRIBUTE fc REAL
@ATTRIBUTE federação REAL
@ATTRIBUTE feira REAL
@ATTRIBUTE fernando REAL
@ATTRIBUTE festival REAL
@ATTRIBUTE fez REAL
@ATTRIBUTE ficou REAL
@ATTRIBUTE fim REAL
@ATTRIBUTE final REAL
@ATTRIBUTE financeira REAL
@ATTRIBUTE finanças REAL
@ATTRIBUTE foi REAL
@ATTRIBUTE foram REAL
@ATTRIBUTE forma REAL
@ATTRIBUTE francisco REAL
@ATTRIBUTE francês REAL
@ATTRIBUTE frança REAL
@ATTRIBUTE frente REAL
@ATTRIBUTE fundação REAL
@ATTRIBUTE futebol REAL
@ATTRIBUTE futuro REAL
@ATTRIBUTE geral REAL
@ATTRIBUTE google REAL
@ATTRIBUTE governo REAL
@ATTRIBUTE grande REAL
@ATTRIBUTE grandes REAL
@ATTRIBUTE greve REAL
@ATTRIBUTE grupo REAL
@ATTRIBUTE grécia REAL
@ATTRIBUTE h REAL
@ATTRIBUTE história REAL
@ATTRIBUTE hoje REAL
@ATTRIBUTE horas REAL
@ATTRIBUTE há REAL
@ATTRIBUTE imagens REAL
@ATTRIBUTE imprensa REAL
@ATTRIBUTE incluindo REAL
@ATTRIBUTE informação REAL
@ATTRIBUTE informou REAL
@ATTRIBUTE iniciativa REAL
@ATTRIBUTE instituto REAL
@ATTRIBUTE internacional REAL
@ATTRIBUTE internet REAL
@ATTRIBUTE investidores REAL
@ATTRIBUTE investigadores REAL
@ATTRIBUTE investimento REAL
@ATTRIBUTE início REAL
@ATTRIBUTE isso REAL
@ATTRIBUTE itália REAL
@ATTRIBUTE jogar REAL
@ATTRIBUTE jogo REAL
@ATTRIBUTE jogos REAL
@ATTRIBUTE jorge REAL
@ATTRIBUTE jornal REAL
@ATTRIBUTE jornalista REAL
@ATTRIBUTE josé REAL
@ATTRIBUTE joão REAL
@ATTRIBUTE junho REAL
@ATTRIBUTE justiça REAL
@ATTRIBUTE já REAL
@ATTRIBUTE lançamento REAL
@ATTRIBUTE lhe REAL
@ATTRIBUTE liga REAL
@ATTRIBUTE lisboa REAL
@ATTRIBUTE local REAL
@ATTRIBUTE lugar REAL
@ATTRIBUTE líder REAL
@ATTRIBUTE maio REAL
@ATTRIBUTE maior REAL
@ATTRIBUTE maioria REAL
@ATTRIBUTE mais REAL
@ATTRIBUTE manhã REAL
@ATTRIBUTE manifestou REAL
@ATTRIBUTE maria REAL
@ATTRIBUTE martins REAL
@ATTRIBUTE mas REAL
@ATTRIBUTE medidas REAL
@ATTRIBUTE melhor REAL
@ATTRIBUTE menos REAL
@ATTRIBUTE mercado REAL
@ATTRIBUTE meses REAL
@ATTRIBUTE mesmo REAL
@ATTRIBUTE miguel REAL
@ATTRIBUTE mil REAL
@ATTRIBUTE milhões REAL
@ATTRIBUTE ministro REAL
@ATTRIBUTE ministério REAL
@ATTRIBUTE minutos REAL
@ATTRIBUTE momento REAL
@ATTRIBUTE morreu REAL
@ATTRIBUTE muito REAL
@ATTRIBUTE mundial REAL
@ATTRIBUTE mundo REAL
@ATTRIBUTE municipal REAL
@ATTRIBUTE médio REAL
@ATTRIBUTE mês REAL
@ATTRIBUTE música REAL
@ATTRIBUTE músico REAL
@ATTRIBUTE na REAL
@ATTRIBUTE nacional REAL
@ATTRIBUTE nas REAL
@ATTRIBUTE nesta REAL
@ATTRIBUTE neste REAL
@ATTRIBUTE no REAL
@ATTRIBUTE noite REAL
@ATTRIBUTE norte REAL
@ATTRIBUTE nos REAL
@ATTRIBUTE nova REAL
@ATTRIBUTE novas REAL
@ATTRIBUTE novo REAL
@ATTRIBUTE num REAL
@ATTRIBUTE numa REAL
@ATTRIBUTE nunca REAL
@ATTRIBUTE não REAL
@ATTRIBUTE número REAL
@ATTRIBUTE o REAL
@ATTRIBUTE oficial REAL
@ATTRIBUTE oito REAL
@ATTRIBUTE onde REAL
@ATTRIBUTE oportunidades REAL
@ATTRIBUTE ordem REAL
@ATTRIBUTE organização REAL
@ATTRIBUTE orçamental REAL
@ATTRIBUTE os REAL
@ATTRIBUTE ou REAL
@ATTRIBUTE outros REAL
@ATTRIBUTE ouvir REAL
@ATTRIBUTE palavras REAL
@ATTRIBUTE para REAL
@ATTRIBUTE parlamentares REAL
@ATTRIBUTE parlamento REAL
@ATTRIBUTE parte REAL
@ATTRIBUTE partir REAL
@ATTRIBUTE passado REAL
@ATTRIBUTE passar REAL
@ATTRIBUTE passos REAL
@ATTRIBUTE paulo REAL
@ATTRIBUTE país REAL
@ATTRIBUTE países REAL
@ATTRIBUTE pcp REAL
@ATTRIBUTE pede REAL
@ATTRIBUTE pedro REAL
@ATTRIBUTE pela REAL
@ATTRIBUTE pelas REAL
@ATTRIBUTE pelo REAL
@ATTRIBUTE pelos REAL
@ATTRIBUTE período REAL
@ATTRIBUTE pessoa REAL
@ATTRIBUTE pessoas REAL
@ATTRIBUTE pianista REAL
@ATTRIBUTE pinto REAL
@ATTRIBUTE plano REAL
@ATTRIBUTE pode REAL
@ATTRIBUTE podem REAL
@ATTRIBUTE poder REAL
@ATTRIBUTE polícia REAL
@ATTRIBUTE por REAL
@ATTRIBUTE porque REAL
@ATTRIBUTE porto REAL
@ATTRIBUTE portugal REAL
@ATTRIBUTE portuguesa REAL
@ATTRIBUTE portugueses REAL
@ATTRIBUTE português REAL
@ATTRIBUTE posição REAL
@ATTRIBUTE possibilidade REAL
@ATTRIBUTE possível REAL
@ATTRIBUTE preparação REAL
@ATTRIBUTE presidente REAL
@ATTRIBUTE pretende REAL
@ATTRIBUTE preço REAL
@ATTRIBUTE primeira REAL
@ATTRIBUTE primeiro REAL
@ATTRIBUTE primeiros REAL
@ATTRIBUTE principais REAL
@ATTRIBUTE programa REAL
@ATTRIBUTE projeto REAL
@ATTRIBUTE prova REAL
@ATTRIBUTE prémio REAL
@ATTRIBUTE próxima REAL
@ATTRIBUTE próximo REAL
@ATTRIBUTE ps REAL
@ATTRIBUTE psd REAL
@ATTRIBUTE publicado REAL
@ATTRIBUTE pública REAL
@ATTRIBUTE público REAL
@ATTRIBUTE qual REAL
@ATTRIBUTE qualquer REAL
@ATTRIBUTE quando REAL
@ATTRIBUTE quarta REAL
@ATTRIBUTE quase REAL
@ATTRIBUTE quatro REAL
@ATTRIBUTE que REAL
@ATTRIBUTE quem REAL
@ATTRIBUTE quer REAL
@ATTRIBUTE quinta REAL
@ATTRIBUTE receber REAL
@ATTRIBUTE rede REAL
@ATTRIBUTE redes REAL
@ATTRIBUTE regional REAL
@ATTRIBUTE relvas REAL
@ATTRIBUTE república REAL
@ATTRIBUTE resolução REAL
@ATTRIBUTE responsável REAL
@ATTRIBUTE reunião REAL
@ATTRIBUTE revela REAL
@ATTRIBUTE revelou REAL
@ATTRIBUTE revista REAL
@ATTRIBUTE rio REAL
@ATTRIBUTE risco REAL
@ATTRIBUTE rock REAL
@ATTRIBUTE santos REAL
@ATTRIBUTE sassetti REAL
@ATTRIBUTE saída REAL
@ATTRIBUTE saúde REAL
@ATTRIBUTE se REAL
@ATTRIBUTE secretas REAL
@ATTRIBUTE secretária REAL
@ATTRIBUTE secretário REAL
@ATTRIBUTE segunda REAL
@ATTRIBUTE segundo REAL
@ATTRIBUTE seguro REAL
@ATTRIBUTE seja REAL
@ATTRIBUTE seleção REAL
@ATTRIBUTE sem REAL
@ATTRIBUTE semana REAL
@ATTRIBUTE ser REAL
@ATTRIBUTE seria REAL
@ATTRIBUTE serviço REAL
@ATTRIBUTE serviços REAL
@ATTRIBUTE será REAL
@ATTRIBUTE sessão REAL
@ATTRIBUTE sete REAL
@ATTRIBUTE setor REAL
@ATTRIBUTE seu REAL
@ATTRIBUTE seus REAL
@ATTRIBUTE sexta REAL
@ATTRIBUTE sido REAL
@ATTRIBUTE silva REAL
@ATTRIBUTE site REAL
@ATTRIBUTE situação REAL
@ATTRIBUTE sob REAL
@ATTRIBUTE sobre REAL
@ATTRIBUTE sociais REAL
@ATTRIBUTE social REAL
@ATTRIBUTE socialista REAL
@ATTRIBUTE sporting REAL
@ATTRIBUTE sua REAL
@ATTRIBUTE suas REAL
@ATTRIBUTE sul REAL
@ATTRIBUTE sábado REAL
@ATTRIBUTE são REAL
@ATTRIBUTE só REAL
@ATTRIBUTE tal REAL
@ATTRIBUTE também REAL
@ATTRIBUTE tarde REAL
@ATTRIBUTE taxa REAL
@ATTRIBUTE taça REAL
@ATTRIBUTE tecnologia REAL
@ATTRIBUTE tem REAL
@ATTRIBUTE tempo REAL
@ATTRIBUTE tenha REAL
@ATTRIBUTE ter REAL
@ATTRIBUTE terminou REAL
@ATTRIBUTE terra REAL
@ATTRIBUTE terá REAL
@ATTRIBUTE terça REAL
@ATTRIBUTE tinha REAL
@ATTRIBUTE todas REAL
@ATTRIBUTE todo REAL
@ATTRIBUTE todos REAL
@ATTRIBUTE torne REAL
@ATTRIBUTE total REAL
@ATTRIBUTE trabalhadores REAL
@ATTRIBUTE trabalho REAL
@ATTRIBUTE transporte REAL
@ATTRIBUTE treinador REAL
@ATTRIBUTE troika REAL
@ATTRIBUTE três REAL
@ATTRIBUTE tudo REAL
@ATTRIBUTE têm REAL
@ATTRIBUTE título REAL
@ATTRIBUTE um REAL
@ATTRIBUTE uma REAL
@ATTRIBUTE unidos REAL
@ATTRIBUTE universidade REAL
@ATTRIBUTE utilizadores REAL
@ATTRIBUTE vai REAL
@ATTRIBUTE valor REAL
@ATTRIBUTE veja REAL
@ATTRIBUTE vence REAL
@ATTRIBUTE vencer REAL
@ATTRIBUTE venceu REAL
@ATTRIBUTE ver REAL
@ATTRIBUTE vez REAL
@ATTRIBUTE vida REAL
@ATTRIBUTE vitória REAL
@ATTRIBUTE volta REAL
@ATTRIBUTE voltou REAL
@ATTRIBUTE várias REAL
@ATTRIBUTE vão REAL
@ATTRIBUTE vídeo REAL
@ATTRIBUTE zona REAL
@ATTRIBUTE ª REAL
@ATTRIBUTE º REAL
@ATTRIBUTE à REAL
@ATTRIBUTE às REAL
@ATTRIBUTE é REAL
@ATTRIBUTE época REAL
@ATTRIBUTE última REAL
@ATTRIBUTE último REAL

@ATTRIBUTE class 	{'EconomiaePolitica', 'Desporto', 'CulturaeLazer', 'CienciaeTecnologia', 'Sociedade'}

@DATA
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,?
4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,?
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,?
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
