@RELATION news

@ATTRIBUTE a REAL
@ATTRIBUTE abril REAL
@ATTRIBUTE absoluta REAL
@ATTRIBUTE acabar REAL
@ATTRIBUTE académica REAL
@ATTRIBUTE acesso REAL
@ATTRIBUTE aconteceu REAL
@ATTRIBUTE admitiu REAL
@ATTRIBUTE afirmou REAL
@ATTRIBUTE afonso REAL
@ATTRIBUTE alheia REAL
@ATTRIBUTE alvalade REAL
@ATTRIBUTE amanhã REAL
@ATTRIBUTE ameaças REAL
@ATTRIBUTE amigo REAL
@ATTRIBUTE amor REAL
@ATTRIBUTE ano REAL
@ATTRIBUTE anos REAL
@ATTRIBUTE antonio REAL
@ATTRIBUTE antónio REAL
@ATTRIBUTE anunciado REAL
@ATTRIBUTE anunciou REAL
@ATTRIBUTE ao REAL
@ATTRIBUTE aos REAL
@ATTRIBUTE apela REAL
@ATTRIBUTE apelou REAL
@ATTRIBUTE apenas REAL
@ATTRIBUTE apesar REAL
@ATTRIBUTE apoiarem REAL
@ATTRIBUTE apresentar REAL
@ATTRIBUTE aprovadas REAL
@ATTRIBUTE após REAL
@ATTRIBUTE aquilo REAL
@ATTRIBUTE arbitragem REAL
@ATTRIBUTE artes REAL
@ATTRIBUTE as REAL
@ATTRIBUTE assembleia REAL
@ATTRIBUTE assinante REAL
@ATTRIBUTE assuntos REAL
@ATTRIBUTE atingidos REAL
@ATTRIBUTE atlântico REAL
@ATTRIBUTE até REAL
@ATTRIBUTE aumento REAL
@ATTRIBUTE autarquia REAL
@ATTRIBUTE autoria REAL
@ATTRIBUTE be REAL
@ATTRIBUTE bem REAL
@ATTRIBUTE benfica REAL
@ATTRIBUTE boas REAL
@ATTRIBUTE bolton REAL
@ATTRIBUTE braga REAL
@ATTRIBUTE brasileiro REAL
@ATTRIBUTE bruno REAL
@ATTRIBUTE c REAL
@ATTRIBUTE campeonato REAL
@ATTRIBUTE campeões REAL
@ATTRIBUTE campo REAL
@ATTRIBUTE candidato REAL
@ATTRIBUTE candidatos REAL
@ATTRIBUTE cantor REAL
@ATTRIBUTE capital REAL
@ATTRIBUTE cardíaca REAL
@ATTRIBUTE carlos REAL
@ATTRIBUTE casa REAL
@ATTRIBUTE caso REAL
@ATTRIBUTE cauteloso REAL
@ATTRIBUTE cavaco REAL
@ATTRIBUTE cds REAL
@ATTRIBUTE cena REAL
@ATTRIBUTE cento REAL
@ATTRIBUTE centro REAL
@ATTRIBUTE chama REAL
@ATTRIBUTE champions REAL
@ATTRIBUTE chelsea REAL
@ATTRIBUTE chiado REAL
@ATTRIBUTE cidade REAL
@ATTRIBUTE cinema REAL
@ATTRIBUTE clube REAL
@ATTRIBUTE coelho REAL
@ATTRIBUTE com REAL
@ATTRIBUTE começam REAL
@ATTRIBUTE começou REAL
@ATTRIBUTE comissão REAL
@ATTRIBUTE como REAL
@ATTRIBUTE condenado REAL
@ATTRIBUTE confiança REAL
@ATTRIBUTE congresso REAL
@ATTRIBUTE conseguir REAL
@ATTRIBUTE conselho REAL
@ATTRIBUTE considerado REAL
@ATTRIBUTE considerou REAL
@ATTRIBUTE contra REAL
@ATTRIBUTE contribuindo REAL
@ATTRIBUTE coração REAL
@ATTRIBUTE cortes REAL
@ATTRIBUTE costa REAL
@ATTRIBUTE criação REAL
@ATTRIBUTE cultura REAL
@ATTRIBUTE curso REAL
@ATTRIBUTE câmara REAL
@ATTRIBUTE da REAL
@ATTRIBUTE dados REAL
@ATTRIBUTE dar REAL
@ATTRIBUTE das REAL
@ATTRIBUTE decisão REAL
@ATTRIBUTE decorreu REAL
@ATTRIBUTE defende REAL
@ATTRIBUTE defendendo REAL
@ATTRIBUTE defendeu REAL
@ATTRIBUTE democrata REAL
@ATTRIBUTE democratas REAL
@ATTRIBUTE depois REAL
@ATTRIBUTE deputado REAL
@ATTRIBUTE derrotar REAL
@ATTRIBUTE desafia REAL
@ATTRIBUTE desafio REAL
@ATTRIBUTE desafiou REAL
@ATTRIBUTE descontos REAL
@ATTRIBUTE desempregados REAL
@ATTRIBUTE despesa REAL
@ATTRIBUTE desta REAL
@ATTRIBUTE deste REAL
@ATTRIBUTE dever REAL
@ATTRIBUTE di REAL
@ATTRIBUTE dia REAL
@ATTRIBUTE dias REAL
@ATTRIBUTE direcção REAL
@ATTRIBUTE direitos REAL
@ATTRIBUTE discurso REAL
@ATTRIBUTE disputada REAL
@ATTRIBUTE disse REAL
@ATTRIBUTE distúrbios REAL
@ATTRIBUTE divulgação REAL
@ATTRIBUTE diz REAL
@ATTRIBUTE do REAL
@ATTRIBUTE doença REAL
@ATTRIBUTE dois REAL
@ATTRIBUTE domingo REAL
@ATTRIBUTE dos REAL
@ATTRIBUTE durante REAL
@ATTRIBUTE dá REAL
@ATTRIBUTE défice REAL
@ATTRIBUTE e REAL
@ATTRIBUTE edificação REAL
@ATTRIBUTE editada REAL
@ATTRIBUTE editora REAL
@ATTRIBUTE edição REAL
@ATTRIBUTE eliminatória REAL
@ATTRIBUTE elogiou REAL
@ATTRIBUTE em REAL
@ATTRIBUTE emanuel REAL
@ATTRIBUTE empatar REAL
@ATTRIBUTE encerramento REAL
@ATTRIBUTE encontro REAL
@ATTRIBUTE enorme REAL
@ATTRIBUTE enquadramento REAL
@ATTRIBUTE entrada REAL
@ATTRIBUTE entradas REAL
@ATTRIBUTE entrar REAL
@ATTRIBUTE entre REAL
@ATTRIBUTE equipa REAL
@ATTRIBUTE era REAL
@ATTRIBUTE escrever REAL
@ATTRIBUTE escritor REAL
@ATTRIBUTE espera REAL
@ATTRIBUTE esta REAL
@ATTRIBUTE estabelecimento REAL
@ATTRIBUTE estado REAL
@ATTRIBUTE estados REAL
@ATTRIBUTE estar REAL
@ATTRIBUTE estava REAL
@ATTRIBUTE este REAL
@ATTRIBUTE estes REAL
@ATTRIBUTE esteve REAL
@ATTRIBUTE estreia REAL
@ATTRIBUTE estudante REAL
@ATTRIBUTE está REAL
@ATTRIBUTE estádio REAL
@ATTRIBUTE estão REAL
@ATTRIBUTE europa REAL
@ATTRIBUTE europeia REAL
@ATTRIBUTE europeu REAL
@ATTRIBUTE euros REAL
@ATTRIBUTE expulso REAL
@ATTRIBUTE f REAL
@ATTRIBUTE fabrice REAL
@ATTRIBUTE fala REAL
@ATTRIBUTE favor REAL
@ATTRIBUTE fazer REAL
@ATTRIBUTE fc REAL
@ATTRIBUTE feira REAL
@ATTRIBUTE fernandes REAL
@ATTRIBUTE fernando REAL
@ATTRIBUTE ferreira REAL
@ATTRIBUTE festival REAL
@ATTRIBUTE ficou REAL
@ATTRIBUTE filipe REAL
@ATTRIBUTE filme REAL
@ATTRIBUTE fim REAL
@ATTRIBUTE finais REAL
@ATTRIBUTE final REAL
@ATTRIBUTE financeira REAL
@ATTRIBUTE foi REAL
@ATTRIBUTE foram REAL
@ATTRIBUTE forma REAL
@ATTRIBUTE forças REAL
@ATTRIBUTE fotojornalistas REAL
@ATTRIBUTE francisco REAL
@ATTRIBUTE freguesias REAL
@ATTRIBUTE frente REAL
@ATTRIBUTE futebol REAL
@ATTRIBUTE futebolista REAL
@ATTRIBUTE gaia REAL
@ATTRIBUTE galês REAL
@ATTRIBUTE geral REAL
@ATTRIBUTE golo REAL
@ATTRIBUTE governo REAL
@ATTRIBUTE grande REAL
@ATTRIBUTE gratuitamente REAL
@ATTRIBUTE grupo REAL
@ATTRIBUTE grátis REAL
@ATTRIBUTE guimarães REAL
@ATTRIBUTE h REAL
@ATTRIBUTE herdade REAL
@ATTRIBUTE história REAL
@ATTRIBUTE hoje REAL
@ATTRIBUTE homenagear REAL
@ATTRIBUTE horas REAL
@ATTRIBUTE hospital REAL
@ATTRIBUTE há REAL
@ATTRIBUTE ideia REAL
@ATTRIBUTE importante REAL
@ATTRIBUTE incluindo REAL
@ATTRIBUTE indignada REAL
@ATTRIBUTE individual REAL
@ATTRIBUTE informação REAL
@ATTRIBUTE inglês REAL
@ATTRIBUTE internacional REAL
@ATTRIBUTE internado REAL
@ATTRIBUTE internet REAL
@ATTRIBUTE inês REAL
@ATTRIBUTE isso REAL
@ATTRIBUTE italiano REAL
@ATTRIBUTE itália REAL
@ATTRIBUTE jardim REAL
@ATTRIBUTE jean REAL
@ATTRIBUTE jesus REAL
@ATTRIBUTE joga REAL
@ATTRIBUTE jogar REAL
@ATTRIBUTE jogo REAL
@ATTRIBUTE jorge REAL
@ATTRIBUTE jornada REAL
@ATTRIBUTE josé REAL
@ATTRIBUTE joão REAL
@ATTRIBUTE julho REAL
@ATTRIBUTE junho REAL
@ATTRIBUTE justiça REAL
@ATTRIBUTE já REAL
@ATTRIBUTE lamentou REAL
@ATTRIBUTE legislativa REAL
@ATTRIBUTE lei REAL
@ATTRIBUTE leonardo REAL
@ATTRIBUTE leva REAL
@ATTRIBUTE lhes REAL
@ATTRIBUTE liberdades REAL
@ATTRIBUTE liderança REAL
@ATTRIBUTE liga REAL
@ATTRIBUTE ligadas REAL
@ATTRIBUTE lisboa REAL
@ATTRIBUTE lista REAL
@ATTRIBUTE literatura REAL
@ATTRIBUTE livres REAL
@ATTRIBUTE livro REAL
@ATTRIBUTE londres REAL
@ATTRIBUTE longa REAL
@ATTRIBUTE lugar REAL
@ATTRIBUTE lugares REAL
@ATTRIBUTE lusa REAL
@ATTRIBUTE luta REAL
@ATTRIBUTE luz REAL
@ATTRIBUTE luís REAL
@ATTRIBUTE líder REAL
@ATTRIBUTE madeira REAL
@ATTRIBUTE magna REAL
@ATTRIBUTE maioria REAL
@ATTRIBUTE mais REAL
@ATTRIBUTE manhã REAL
@ATTRIBUTE manteve REAL
@ATTRIBUTE mantém REAL
@ATTRIBUTE manuel REAL
@ATTRIBUTE marca REAL
@ATTRIBUTE marco REAL
@ATTRIBUTE maria REAL
@ATTRIBUTE março REAL
@ATTRIBUTE mas REAL
@ATTRIBUTE matteo REAL
@ATTRIBUTE me REAL
@ATTRIBUTE meias REAL
@ATTRIBUTE melhor REAL
@ATTRIBUTE memórias REAL
@ATTRIBUTE mendonça REAL
@ATTRIBUTE menezes REAL
@ATTRIBUTE meses REAL
@ATTRIBUTE mesmo REAL
@ATTRIBUTE metalist REAL
@ATTRIBUTE michel REAL
@ATTRIBUTE miguel REAL
@ATTRIBUTE milhares REAL
@ATTRIBUTE milhões REAL
@ATTRIBUTE minhota REAL
@ATTRIBUTE ministro REAL
@ATTRIBUTE momento REAL
@ATTRIBUTE monumentos REAL
@ATTRIBUTE morreu REAL
@ATTRIBUTE mostrou REAL
@ATTRIBUTE muamba REAL
@ATTRIBUTE muito REAL
@ATTRIBUTE mundial REAL
@ATTRIBUTE municipal REAL
@ATTRIBUTE museu REAL
@ATTRIBUTE museus REAL
@ATTRIBUTE mão REAL
@ATTRIBUTE médio REAL
@ATTRIBUTE músico REAL
@ATTRIBUTE na REAL
@ATTRIBUTE nacionais REAL
@ATTRIBUTE nacional REAL
@ATTRIBUTE nas REAL
@ATTRIBUTE nesta REAL
@ATTRIBUTE neste REAL
@ATTRIBUTE no REAL
@ATTRIBUTE noite REAL
@ATTRIBUTE nome REAL
@ATTRIBUTE nomes REAL
@ATTRIBUTE norte REAL
@ATTRIBUTE nos REAL
@ATTRIBUTE nosso REAL
@ATTRIBUTE nota REAL
@ATTRIBUTE nova REAL
@ATTRIBUTE novo REAL
@ATTRIBUTE numa REAL
@ATTRIBUTE nunca REAL
@ATTRIBUTE não REAL
@ATTRIBUTE obra REAL
@ATTRIBUTE oferece REAL
@ATTRIBUTE onde REAL
@ATTRIBUTE ordenou REAL
@ATTRIBUTE oriente REAL
@ATTRIBUTE orçamental REAL
@ATTRIBUTE os REAL
@ATTRIBUTE outra REAL
@ATTRIBUTE paixão REAL
@ATTRIBUTE palavra REAL
@ATTRIBUTE palavras REAL
@ATTRIBUTE palácios REAL
@ATTRIBUTE para REAL
@ATTRIBUTE paragem REAL
@ATTRIBUTE parlamentar REAL
@ATTRIBUTE parlamentares REAL
@ATTRIBUTE parlamento REAL
@ATTRIBUTE parte REAL
@ATTRIBUTE partida REAL
@ATTRIBUTE partido REAL
@ATTRIBUTE partir REAL
@ATTRIBUTE passado REAL
@ATTRIBUTE passos REAL
@ATTRIBUTE paulo REAL
@ATTRIBUTE pavilhão REAL
@ATTRIBUTE paços REAL
@ATTRIBUTE país REAL
@ATTRIBUTE países REAL
@ATTRIBUTE pedro REAL
@ATTRIBUTE pedrosa REAL
@ATTRIBUTE pela REAL
@ATTRIBUTE pelas REAL
@ATTRIBUTE pelo REAL
@ATTRIBUTE pensões REAL
@ATTRIBUTE perde REAL
@ATTRIBUTE perder REAL
@ATTRIBUTE perdeu REAL
@ATTRIBUTE perturbar REAL
@ATTRIBUTE período REAL
@ATTRIBUTE pessoa REAL
@ATTRIBUTE pessoais REAL
@ATTRIBUTE pessoas REAL
@ATTRIBUTE pintado REAL
@ATTRIBUTE pleno REAL
@ATTRIBUTE plenário REAL
@ATTRIBUTE pode REAL
@ATTRIBUTE podem REAL
@ATTRIBUTE poemas REAL
@ATTRIBUTE polémica REAL
@ATTRIBUTE polícia REAL
@ATTRIBUTE política REAL
@ATTRIBUTE políticas REAL
@ATTRIBUTE ponto REAL
@ATTRIBUTE pontos REAL
@ATTRIBUTE por REAL
@ATTRIBUTE porque REAL
@ATTRIBUTE porto REAL
@ATTRIBUTE portugal REAL
@ATTRIBUTE portuguesa REAL
@ATTRIBUTE portugueses REAL
@ATTRIBUTE português REAL
@ATTRIBUTE presidente REAL
@ATTRIBUTE pressão REAL
@ATTRIBUTE pretende REAL
@ATTRIBUTE primeira REAL
@ATTRIBUTE primeiro REAL
@ATTRIBUTE prisional REAL
@ATTRIBUTE prisão REAL
@ATTRIBUTE processos REAL
@ATTRIBUTE proença REAL
@ATTRIBUTE profundamente REAL
@ATTRIBUTE programação REAL
@ATTRIBUTE projeto REAL
@ATTRIBUTE promete REAL
@ATTRIBUTE propor REAL
@ATTRIBUTE proposta REAL
@ATTRIBUTE propostas REAL
@ATTRIBUTE protestar REAL
@ATTRIBUTE prova REAL
@ATTRIBUTE prémio REAL
@ATTRIBUTE próxima REAL
@ATTRIBUTE próximo REAL
@ATTRIBUTE ps REAL
@ATTRIBUTE psd REAL
@ATTRIBUTE ptp REAL
@ATTRIBUTE pública REAL
@ATTRIBUTE público REAL
@ATTRIBUTE qualificação REAL
@ATTRIBUTE quando REAL
@ATTRIBUTE quarto REAL
@ATTRIBUTE quartos REAL
@ATTRIBUTE quatro REAL
@ATTRIBUTE que REAL
@ATTRIBUTE quem REAL
@ATTRIBUTE quer REAL
@ATTRIBUTE quinta REAL
@ATTRIBUTE rangel REAL
@ATTRIBUTE real REAL
@ATTRIBUTE realiza REAL
@ATTRIBUTE recebe REAL
@ATTRIBUTE reclusos REAL
@ATTRIBUTE recuperar REAL
@ATTRIBUTE reforma REAL
@ATTRIBUTE regresso REAL
@ATTRIBUTE relvas REAL
@ATTRIBUTE república REAL
@ATTRIBUTE resposta REAL
@ATTRIBUTE reunião REAL
@ATTRIBUTE rio REAL
@ATTRIBUTE roberto REAL
@ATTRIBUTE saber REAL
@ATTRIBUTE saiba REAL
@ATTRIBUTE saiu REAL
@ATTRIBUTE sala REAL
@ATTRIBUTE salários REAL
@ATTRIBUTE se REAL
@ATTRIBUTE secretário REAL
@ATTRIBUTE segunda REAL
@ATTRIBUTE segundo REAL
@ATTRIBUTE seguro REAL
@ATTRIBUTE sem REAL
@ATTRIBUTE semana REAL
@ATTRIBUTE sentido REAL
@ATTRIBUTE ser REAL
@ATTRIBUTE será REAL
@ATTRIBUTE sete REAL
@ATTRIBUTE seu REAL
@ATTRIBUTE sexta REAL
@ATTRIBUTE sido REAL
@ATTRIBUTE sobre REAL
@ATTRIBUTE sociais REAL
@ATTRIBUTE social REAL
@ATTRIBUTE socialista REAL
@ATTRIBUTE socialistas REAL
@ATTRIBUTE sociedades REAL
@ATTRIBUTE sporting REAL
@ATTRIBUTE sua REAL
@ATTRIBUTE suas REAL
@ATTRIBUTE sublinhando REAL
@ATTRIBUTE sábado REAL
@ATTRIBUTE são REAL
@ATTRIBUTE só REAL
@ATTRIBUTE tabucchi REAL
@ATTRIBUTE também REAL
@ATTRIBUTE tarde REAL
@ATTRIBUTE teatro REAL
@ATTRIBUTE teatros REAL
@ATTRIBUTE tem REAL
@ATTRIBUTE tempo REAL
@ATTRIBUTE temporada REAL
@ATTRIBUTE tenha REAL
@ATTRIBUTE tenham REAL
@ATTRIBUTE ter REAL
@ATTRIBUTE terreno REAL
@ATTRIBUTE terá REAL
@ATTRIBUTE terça REAL
@ATTRIBUTE tinha REAL
@ATTRIBUTE toda REAL
@ATTRIBUTE todas REAL
@ATTRIBUTE todos REAL
@ATTRIBUTE torne REAL
@ATTRIBUTE torneio REAL
@ATTRIBUTE trabalhos REAL
@ATTRIBUTE transformação REAL
@ATTRIBUTE treinador REAL
@ATTRIBUTE triunfo REAL
@ATTRIBUTE três REAL
@ATTRIBUTE tudo REAL
@ATTRIBUTE tutelados REAL
@ATTRIBUTE twitter REAL
@ATTRIBUTE título REAL
@ATTRIBUTE ucranianos REAL
@ATTRIBUTE um REAL
@ATTRIBUTE uma REAL
@ATTRIBUTE unidos REAL
@ATTRIBUTE uso REAL
@ATTRIBUTE vai REAL
@ATTRIBUTE valor REAL
@ATTRIBUTE vantagem REAL
@ATTRIBUTE vem REAL
@ATTRIBUTE vence REAL
@ATTRIBUTE vencer REAL
@ATTRIBUTE venceu REAL
@ATTRIBUTE ver REAL
@ATTRIBUTE versos REAL
@ATTRIBUTE vez REAL
@ATTRIBUTE vezes REAL
@ATTRIBUTE vice REAL
@ATTRIBUTE vida REAL
@ATTRIBUTE viegas REAL
@ATTRIBUTE virado REAL
@ATTRIBUTE vitória REAL
@ATTRIBUTE viúva REAL
@ATTRIBUTE volta REAL
@ATTRIBUTE votos REAL
@ATTRIBUTE vão REAL
@ATTRIBUTE vítima REAL
@ATTRIBUTE zeca REAL
@ATTRIBUTE zorrinho REAL
@ATTRIBUTE ª REAL
@ATTRIBUTE à REAL
@ATTRIBUTE às REAL
@ATTRIBUTE áfrica REAL
@ATTRIBUTE árbitro REAL
@ATTRIBUTE árbitros REAL
@ATTRIBUTE âmbito REAL
@ATTRIBUTE é REAL
@ATTRIBUTE íntimo REAL
@ATTRIBUTE órgão REAL
@ATTRIBUTE último REAL

@ATTRIBUTE class 	{'Politica', 'Desporto', 'Cultura'}

@DATA
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'Cultura'
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'Cultura'
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'Cultura'
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'Cultura'
